"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"09.12.2021 20:15 - 09.12.2021 20:30","0","0","n/e","1084","1084","n/e","1793","1793","n/e"
"09.12.2021 20:30 - 09.12.2021 20:45","0","0","n/e","1077","1077","n/e","1825","1825","n/e"
"09.12.2021 20:45 - 09.12.2021 21:00","0","0","n/e","1069","1069","n/e","1856","1856","n/e"
"09.12.2021 21:00 - 09.12.2021 21:15","0","0","n/e","1062","1062","n/e","1884","1884","n/e"
"09.12.2021 21:15 - 09.12.2021 21:30","0","0","n/e","1078","1078","n/e","1919","1919","n/e"
"09.12.2021 21:30 - 09.12.2021 21:45","0","0","n/e","1117","1117","n/e","1960","1960","n/e"
"09.12.2021 21:45 - 09.12.2021 22:00","0","0","n/e","1157","1157","n/e","2002","2002","n/e"
"09.12.2021 22:00 - 09.12.2021 22:15","0","0","n/e","1197","1197","n/e","2042","2042","n/e"
"09.12.2021 22:15 - 09.12.2021 22:30","0","0","n/e","1219","1219","n/e","2086","2086","n/e"
"09.12.2021 22:30 - 09.12.2021 22:45","0","0","n/e","1225","1225","n/e","2137","2137","n/e"
"09.12.2021 22:45 - 09.12.2021 23:00","0","0","n/e","1231","1231","n/e","2187","2187","n/e"
"09.12.2021 23:00 - 09.12.2021 23:15","0","0","n/e","1236","1236","n/e","2236","2236","n/e"
"09.12.2021 23:15 - 09.12.2021 23:30","0","0","n/e","1245","1245","n/e","2284","2284","n/e"
"09.12.2021 23:30 - 09.12.2021 23:45","0","0","n/e","1257","1257","n/e","2322","2322","n/e"
"09.12.2021 23:45 - 10.12.2021 00:00","0","0","n/e","1269","1269","n/e","2360","2360","n/e"
"10.12.2021 00:00 - 10.12.2021 00:15","0","0","n/e","1192","1192","n/e","2116","2116","n/e"
"10.12.2021 00:15 - 10.12.2021 00:30","0","0","n/e","1207","1207","n/e","2147","2147","n/e"
"10.12.2021 00:30 - 10.12.2021 00:45","0","0","n/e","1223","1223","n/e","2184","2184","n/e"
"10.12.2021 00:45 - 10.12.2021 01:00","0","0","n/e","1238","1238","n/e","2226","2226","n/e"
"10.12.2021 01:00 - 10.12.2021 01:15","0","0","n/e","1254","1254","n/e","2268","2268","n/e"
"10.12.2021 01:15 - 10.12.2021 01:30","0","0","n/e","1263","1263","n/e","2285","2285","n/e"
"10.12.2021 01:30 - 10.12.2021 01:45","0","0","n/e","1264","1264","n/e","2286","2286","n/e"
"10.12.2021 01:45 - 10.12.2021 02:00","0","0","n/e","1266","1266","n/e","2289","2289","n/e"
"10.12.2021 02:00 - 10.12.2021 02:15","0","0","n/e","1267","1267","n/e","2287","2287","n/e"
"10.12.2021 02:15 - 10.12.2021 02:30","0","0","n/e","1265","1265","n/e","2285","2285","n/e"
"10.12.2021 02:30 - 10.12.2021 02:45","0","0","n/e","1258","1258","n/e","2277","2277","n/e"
"10.12.2021 02:45 - 10.12.2021 03:00","0","0","n/e","1252","1252","n/e","2266","2266","n/e"
"10.12.2021 03:00 - 10.12.2021 03:15","0","0","n/e","1246","1246","n/e","2258","2258","n/e"
"10.12.2021 03:15 - 10.12.2021 03:30","0","0","n/e","1243","1243","n/e","2264","2264","n/e"
"10.12.2021 03:30 - 10.12.2021 03:45","0","0","n/e","1243","1243","n/e","2282","2282","n/e"
"10.12.2021 03:45 - 10.12.2021 04:00","0","0","n/e","1244","1244","n/e","2301","2301","n/e"
"10.12.2021 04:00 - 10.12.2021 04:15","0","0","n/e","1244","1244","n/e","2322","2322","n/e"
"10.12.2021 04:15 - 10.12.2021 04:30","0","0","n/e","1243","1243","n/e","2311","2311","n/e"
"10.12.2021 04:30 - 10.12.2021 04:45","0","0","n/e","1239","1239","n/e","2274","2274","n/e"
"10.12.2021 04:45 - 10.12.2021 05:00","0","0","n/e","1236","1236","n/e","2235","2235","n/e"
"10.12.2021 05:00 - 10.12.2021 05:15","0","0","n/e","1232","1232","n/e","2196","2196","n/e"
"10.12.2021 05:15 - 10.12.2021 05:30","0","0","n/e","1217","1217","n/e","2148","2148","n/e"
"10.12.2021 05:30 - 10.12.2021 05:45","0","0","n/e","1190","1190","n/e","2086","2086","n/e"
"10.12.2021 05:45 - 10.12.2021 06:00","0","0","n/e","1162","1162","n/e","2025","2025","n/e"
"10.12.2021 06:00 - 10.12.2021 06:15","0","0","n/e","1135","1135","n/e","1964","1964","n/e"
"10.12.2021 06:15 - 10.12.2021 06:30","0","0","n/e","1105","1105","n/e","1883","1883","n/e"
"10.12.2021 06:30 - 10.12.2021 06:45","0","0","n/e","1071","1071","n/e","1779","1779","n/e"
"10.12.2021 06:45 - 10.12.2021 07:00","0","0","n/e","1037","1037","n/e","1675","1675","n/e"
"10.12.2021 07:00 - 10.12.2021 07:15","0","0","n/e","1004","1004","n/e","1571","1571","n/e"
"10.12.2021 07:15 - 10.12.2021 07:30","0","0","n/e","971","971","n/e","1500","1500","n/e"
"10.12.2021 07:30 - 10.12.2021 07:45","0","0","n/e","939","939","n/e","1460","1460","n/e"
"10.12.2021 07:45 - 10.12.2021 08:00","0","0","n/e","907","907","n/e","1418","1418","n/e"
"10.12.2021 08:00 - 10.12.2021 08:15","0","0","n/e","875","875","n/e","1379","1379","n/e"
"10.12.2021 08:15 - 10.12.2021 08:30","0","0","n/e","843","843","n/e","1343","1343","n/e"
"10.12.2021 08:30 - 10.12.2021 08:45","3","3","n/e","811","811","n/e","1316","1316","n/e"
"10.12.2021 08:45 - 10.12.2021 09:00","4","4","n/e","780","780","n/e","1288","1288","n/e"
"10.12.2021 09:00 - 10.12.2021 09:15","5","5","n/e","748","748","n/e","1264","1264","n/e"
"10.12.2021 09:15 - 10.12.2021 09:30","66","66","n/e","717","717","n/e","1233","1233","n/e"
"10.12.2021 09:30 - 10.12.2021 09:45","131","131","n/e","685","685","n/e","1197","1197","n/e"
"10.12.2021 09:45 - 10.12.2021 10:00","193","193","n/e","654","654","n/e","1165","1165","n/e"
"10.12.2021 10:00 - 10.12.2021 10:15","254","254","n/e","622","622","n/e","1129","1129","n/e"
"10.12.2021 10:15 - 10.12.2021 10:30","302","302","n/e","585","585","n/e","1075","1075","n/e"
"10.12.2021 10:30 - 10.12.2021 10:45","351","351","n/e","542","542","n/e","1000","1000","n/e"
"10.12.2021 10:45 - 10.12.2021 11:00","402","402","n/e","499","499","n/e","926","926","n/e"
"10.12.2021 11:00 - 10.12.2021 11:15","450","450","n/e","456","456","n/e","851","851","n/e"
"10.12.2021 11:15 - 10.12.2021 11:30","463","463","n/e","416","416","n/e","783","783","n/e"
"10.12.2021 11:30 - 10.12.2021 11:45","477","477","n/e","379","379","n/e","722","722","n/e"
"10.12.2021 11:45 - 10.12.2021 12:00","491","491","n/e","342","342","n/e","658","658","n/e"
"10.12.2021 12:00 - 10.12.2021 12:15","505","505","n/e","304","304","n/e","596","596","n/e"
"10.12.2021 12:15 - 10.12.2021 12:30","489","489","n/e","285","285","n/e","550","550","n/e"
"10.12.2021 12:30 - 10.12.2021 12:45","473","473","n/e","284","284","n/e","516","516","n/e"
"10.12.2021 12:45 - 10.12.2021 13:00","459","459","n/e","283","283","n/e","483","483","n/e"
"10.12.2021 13:00 - 10.12.2021 13:15","442","442","n/e","282","282","n/e","451","451","n/e"
"10.12.2021 13:15 - 10.12.2021 13:30","413","413","n/e","280","280","n/e","429","429","n/e"
"10.12.2021 13:30 - 10.12.2021 13:45","387","387","n/e","277","277","n/e","416","416","n/e"
"10.12.2021 13:45 - 10.12.2021 14:00","359","359","n/e","274","274","n/e","403","403","n/e"
"10.12.2021 14:00 - 10.12.2021 14:15","331","331","n/e","271","271","n/e","391","391","n/e"
"10.12.2021 14:15 - 10.12.2021 14:30","299","299","n/e","272","272","n/e","385","385","n/e"
"10.12.2021 14:30 - 10.12.2021 14:45","266","266","n/e","276","276","n/e","382","382","n/e"
"10.12.2021 14:45 - 10.12.2021 15:00","235","235","n/e","280","280","n/e","381","381","n/e"
"10.12.2021 15:00 - 10.12.2021 15:15","202","202","n/e","284","284","n/e","381","381","n/e"
"10.12.2021 15:15 - 10.12.2021 15:30","168","168","n/e","291","291","n/e","382","382","n/e"
"10.12.2021 15:30 - 10.12.2021 15:45","131","131","n/e","300","300","n/e","387","387","n/e"
"10.12.2021 15:45 - 10.12.2021 16:00","96","96","n/e","309","309","n/e","392","392","n/e"
"10.12.2021 16:00 - 10.12.2021 16:15","58","58","n/e","318","318","n/e","397","397","n/e"
"10.12.2021 16:15 - 10.12.2021 16:30","45","45","n/e","355","355","n/e","417","417","n/e"
"10.12.2021 16:30 - 10.12.2021 16:45","34","34","n/e","419","419","n/e","454","454","n/e"
"10.12.2021 16:45 - 10.12.2021 17:00","19","19","n/e","484","484","n/e","493","493","n/e"
"10.12.2021 17:00 - 10.12.2021 17:15","4","4","n/e","549","549","n/e","530","530","n/e"
"10.12.2021 17:15 - 10.12.2021 17:30","4","4","n/e","581","581","n/e","563","563","n/e"
"10.12.2021 17:30 - 10.12.2021 17:45","2","2","n/e","579","579","n/e","593","593","n/e"
"10.12.2021 17:45 - 10.12.2021 18:00","1","1","n/e","578","578","n/e","623","623","n/e"
"10.12.2021 18:00 - 10.12.2021 18:15","0","0","n/e","576","576","n/e","650","650","n/e"
"10.12.2021 18:15 - 10.12.2021 18:30","0","0","n/e","603","603","n/e","675","675","n/e"
"10.12.2021 18:30 - 10.12.2021 18:45","0","0","n/e","659","659","n/e","693","693","n/e"
"10.12.2021 18:45 - 10.12.2021 19:00","0","0","n/e","714","714","n/e","709","709","n/e"
"10.12.2021 19:00 - 10.12.2021 19:15","0","0","n/e","769","769","n/e","725","725","n/e"
"10.12.2021 19:15 - 10.12.2021 19:30","0","0","n/e","826","826","n/e","740","740","n/e"
"10.12.2021 19:30 - 10.12.2021 19:45","0","0","n/e","884","884","n/e","753","753","n/e"
"10.12.2021 19:45 - 10.12.2021 20:00","0","0","n/e","942","942","n/e","763","763","n/e"
"10.12.2021 20:00 - 10.12.2021 20:15","0","0","n/e","1000","1000","n/e","773","773","n/e"
"10.12.2021 20:15 - 10.12.2021 20:30","0","0","n/e","1033","1033","n/e","792","792","n/e"
"10.12.2021 20:30 - 10.12.2021 20:45","0","0","n/e","1040","1040","n/e","817","817","n/e"
"10.12.2021 20:45 - 10.12.2021 21:00","0","0","n/e","1047","1047","n/e","844","844","n/e"
"10.12.2021 21:00 - 10.12.2021 21:15","0","0","n/e","1055","1055","n/e","870","870","n/e"
"10.12.2021 21:15 - 10.12.2021 21:30","0","0","n/e","1076","1076","n/e","907","907","n/e"
"10.12.2021 21:30 - 10.12.2021 21:45","0","0","n/e","1112","1112","n/e","964","964","n/e"
"10.12.2021 21:45 - 10.12.2021 22:00","0","0","n/e","1147","1147","n/e","1017","1017","n/e"
"10.12.2021 22:00 - 10.12.2021 22:15","0","0","n/e","1182","1182","n/e","1070","1070","n/e"
"10.12.2021 22:15 - 10.12.2021 22:30","0","0","n/e","1194","1194","n/e","1110","1110","n/e"
"10.12.2021 22:30 - 10.12.2021 22:45","0","0","n/e","1181","1181","n/e","1143","1143","n/e"
"10.12.2021 22:45 - 10.12.2021 23:00","0","0","n/e","1169","1169","n/e","1171","1171","n/e"
"10.12.2021 23:00 - 10.12.2021 23:15","0","0","n/e","1156","1156","n/e","1203","1203","n/e"
"10.12.2021 23:15 - 10.12.2021 23:30","0","0","n/e","1144","1144","n/e","1224","1224","n/e"
"10.12.2021 23:30 - 10.12.2021 23:45","0","0","n/e","1131","1131","n/e","1230","1230","n/e"
"10.12.2021 23:45 - 11.12.2021 00:00","0","0","n/e","1119","1119","n/e","1238","1238","n/e"
"11.12.2021 00:00 - 11.12.2021 00:15","0","0","n/e","35","35","n/e","78","78","n/e"
"11.12.2021 00:15 - 11.12.2021 00:30","0","0","n/e","33","33","n/e","79","79","n/e"
"11.12.2021 00:30 - 11.12.2021 00:45","0","0","n/e","33","33","n/e","77","77","n/e"
"11.12.2021 00:45 - 11.12.2021 01:00","0","0","n/e","33","33","n/e","75","75","n/e"
"11.12.2021 01:00 - 11.12.2021 01:15","0","0","n/e","33","33","n/e","71","71","n/e"
"11.12.2021 01:15 - 11.12.2021 01:30","0","0","n/e","41","41","n/e","73","73","n/e"
"11.12.2021 01:30 - 11.12.2021 01:45","0","0","n/e","56","56","n/e","78","78","n/e"
"11.12.2021 01:45 - 11.12.2021 02:00","0","0","n/e","71","71","n/e","82","82","n/e"
"11.12.2021 02:00 - 11.12.2021 02:15","0","0","n/e","86","86","n/e","85","85","n/e"
"11.12.2021 02:15 - 11.12.2021 02:30","0","0","n/e","99","99","n/e","96","96","n/e"
"11.12.2021 02:30 - 11.12.2021 02:45","0","0","n/e","110","110","n/e","114","114","n/e"
"11.12.2021 02:45 - 11.12.2021 03:00","0","0","n/e","121","121","n/e","132","132","n/e"
"11.12.2021 03:00 - 11.12.2021 03:15","0","0","n/e","133","133","n/e","150","150","n/e"
"11.12.2021 03:15 - 11.12.2021 03:30","0","0","n/e","140","140","n/e","166","166","n/e"
"11.12.2021 03:30 - 11.12.2021 03:45","0","0","n/e","144","144","n/e","179","179","n/e"
"11.12.2021 03:45 - 11.12.2021 04:00","0","0","n/e","147","147","n/e","192","192","n/e"
"11.12.2021 04:00 - 11.12.2021 04:15","0","0","n/e","150","150","n/e","204","204","n/e"
"11.12.2021 04:15 - 11.12.2021 04:30","0","0","n/e","154","154","n/e","211","211","n/e"
"11.12.2021 04:30 - 11.12.2021 04:45","0","0","n/e","159","159","n/e","213","213","n/e"
"11.12.2021 04:45 - 11.12.2021 05:00","0","0","n/e","163","163","n/e","217","217","n/e"
"11.12.2021 05:00 - 11.12.2021 05:15","0","0","n/e","167","167","n/e","219","219","n/e"
"11.12.2021 05:15 - 11.12.2021 05:30","0","0","n/e","171","171","n/e","222","222","n/e"
"11.12.2021 05:30 - 11.12.2021 05:45","0","0","n/e","175","175","n/e","229","229","n/e"
"11.12.2021 05:45 - 11.12.2021 06:00","0","0","n/e","179","179","n/e","233","233","n/e"
"11.12.2021 06:00 - 11.12.2021 06:15","0","0","n/e","183","183","n/e","239","239","n/e"
"11.12.2021 06:15 - 11.12.2021 06:30","0","0","n/e","207","207","n/e","252","252","n/e"
"11.12.2021 06:30 - 11.12.2021 06:45","0","0","n/e","250","250","n/e","276","276","n/e"
"11.12.2021 06:45 - 11.12.2021 07:00","0","0","n/e","293","293","n/e","300","300","n/e"
"11.12.2021 07:00 - 11.12.2021 07:15","0","0","n/e","336","336","n/e","324","324","n/e"
"11.12.2021 07:15 - 11.12.2021 07:30","0","0","n/e","374","374","n/e","346","346","n/e"
"11.12.2021 07:30 - 11.12.2021 07:45","0","0","n/e","407","407","n/e","366","366","n/e"
"11.12.2021 07:45 - 11.12.2021 08:00","0","0","n/e","440","440","n/e","387","387","n/e"
"11.12.2021 08:00 - 11.12.2021 08:15","0","0","n/e","473","473","n/e","406","406","n/e"
"11.12.2021 08:15 - 11.12.2021 08:30","0","0","n/e","483","483","n/e","430","430","n/e"
"11.12.2021 08:30 - 11.12.2021 08:45","3","3","n/e","470","470","n/e","460","460","n/e"
"11.12.2021 08:45 - 11.12.2021 09:00","3","3","n/e","458","458","n/e","486","486","n/e"
"11.12.2021 09:00 - 11.12.2021 09:15","5","5","n/e","445","445","n/e","512","512","n/e"
"11.12.2021 09:15 - 11.12.2021 09:30","195","195","n/e","445","445","n/e","544","544","n/e"
"11.12.2021 09:30 - 11.12.2021 09:45","386","386","n/e","457","457","n/e","578","578","n/e"
"11.12.2021 09:45 - 11.12.2021 10:00","575","575","n/e","470","470","n/e","611","611","n/e"
"11.12.2021 10:00 - 11.12.2021 10:15","765","765","n/e","482","482","n/e","646","646","n/e"
"11.12.2021 10:15 - 11.12.2021 10:30","949","949","n/e","503","503","n/e","664","664","n/e"
"11.12.2021 10:30 - 11.12.2021 10:45","1132","1132","n/e","532","532","n/e","666","666","n/e"
"11.12.2021 10:45 - 11.12.2021 11:00","1313","1313","n/e","561","561","n/e","668","668","n/e"
"11.12.2021 11:00 - 11.12.2021 11:15","1498","1498","n/e","591","591","n/e","670","670","n/e"
"11.12.2021 11:15 - 11.12.2021 11:30","1620","1620","n/e","609","609","n/e","678","678","n/e"
"11.12.2021 11:30 - 11.12.2021 11:45","1743","1743","n/e","616","616","n/e","689","689","n/e"
"11.12.2021 11:45 - 11.12.2021 12:00","1865","1865","n/e","624","624","n/e","701","701","n/e"
"11.12.2021 12:00 - 11.12.2021 12:15","1989","1989","n/e","631","631","n/e","713","713","n/e"
"11.12.2021 12:15 - 11.12.2021 12:30","2044","2044","n/e","645","645","n/e","725","725","n/e"
"11.12.2021 12:30 - 11.12.2021 12:45","2099","2099","n/e","664","664","n/e","736","736","n/e"
"11.12.2021 12:45 - 11.12.2021 13:00","2156","2156","n/e","684","684","n/e","748","748","n/e"
"11.12.2021 13:00 - 11.12.2021 13:15","2209","2209","n/e","704","704","n/e","760","760","n/e"
"11.12.2021 13:15 - 11.12.2021 13:30","2123","2123","n/e","718","718","n/e","782","782","n/e"
"11.12.2021 13:30 - 11.12.2021 13:45","2039","2039","n/e","726","726","n/e","814","814","n/e"
"11.12.2021 13:45 - 11.12.2021 14:00","1952","1952","n/e","735","735","n/e","844","844","n/e"
"11.12.2021 14:00 - 11.12.2021 14:15","1868","1868","n/e","743","743","n/e","876","876","n/e"
"11.12.2021 14:15 - 11.12.2021 14:30","1696","1696","n/e","749","749","n/e","912","912","n/e"
"11.12.2021 14:30 - 11.12.2021 14:45","1526","1526","n/e","753","753","n/e","955","955","n/e"
"11.12.2021 14:45 - 11.12.2021 15:00","1356","1356","n/e","757","757","n/e","998","998","n/e"
"11.12.2021 15:00 - 11.12.2021 15:15","1182","1182","n/e","760","760","n/e","1040","1040","n/e"
"11.12.2021 15:15 - 11.12.2021 15:30","981","981","n/e","765","765","n/e","1079","1079","n/e"
"11.12.2021 15:30 - 11.12.2021 15:45","783","783","n/e","769","769","n/e","1114","1114","n/e"
"11.12.2021 15:45 - 11.12.2021 16:00","582","582","n/e","774","774","n/e","1149","1149","n/e"
"11.12.2021 16:00 - 11.12.2021 16:15","382","382","n/e","779","779","n/e","1184","1184","n/e"
"11.12.2021 16:15 - 11.12.2021 16:30","293","293","n/e","785","785","n/e","1210","1210","n/e"
"11.12.2021 16:30 - 11.12.2021 16:45","205","205","n/e","793","793","n/e","1227","1227","n/e"
"11.12.2021 16:45 - 11.12.2021 17:00","115","115","n/e","800","800","n/e","1243","1243","n/e"
"11.12.2021 17:00 - 11.12.2021 17:15","26","26","n/e","808","808","n/e","1261","1261","n/e"
"11.12.2021 17:15 - 11.12.2021 17:30","18","18","n/e","820","820","n/e","1277","1277","n/e"
"11.12.2021 17:30 - 11.12.2021 17:45","13","13","n/e","837","837","n/e","1299","1299","n/e"
"11.12.2021 17:45 - 11.12.2021 18:00","5","5","n/e","854","854","n/e","1318","1318","n/e"
"11.12.2021 18:00 - 11.12.2021 18:15","0","0","n/e","871","871","n/e","1338","1338","n/e"
"11.12.2021 18:15 - 11.12.2021 18:30","0","0","n/e","879","879","n/e","1359","1359","n/e"
"11.12.2021 18:30 - 11.12.2021 18:45","0","0","n/e","877","877","n/e","1378","1378","n/e"
"11.12.2021 18:45 - 11.12.2021 19:00","0","0","n/e","875","875","n/e","1397","1397","n/e"
"11.12.2021 19:00 - 11.12.2021 19:15","0","0","n/e","874","874","n/e","1415","1415","n/e"
"11.12.2021 19:15 - 11.12.2021 19:30","0","0","n/e","877","877","n/e","1435","1435","n/e"
"11.12.2021 19:30 - 11.12.2021 19:45","0","0","n/e","884","884","n/e","1456","1456","n/e"
"11.12.2021 19:45 - 11.12.2021 20:00","0","0","n/e","891","891","n/e","1476","1476","n/e"
"11.12.2021 20:00 - 11.12.2021 20:15","0","0","n/e","898","898","n/e","1499","1499","n/e"
"11.12.2021 20:15 - 11.12.2021 20:30","0","0","n/e","912","912","n/e","1520","1520","n/e"
"11.12.2021 20:30 - 11.12.2021 20:45","0","0","n/e","933","933","n/e","1541","1541","n/e"
"11.12.2021 20:45 - 11.12.2021 21:00","0","0","n/e","953","953","n/e","1563","1563","n/e"
"11.12.2021 21:00 - 11.12.2021 21:15","0","0","n/e","974","974","n/e","1584","1584","n/e"
"11.12.2021 21:15 - 11.12.2021 21:30","0","0","n/e","977","977","n/e","1610","1610","n/e"
"11.12.2021 21:30 - 11.12.2021 21:45","0","0","n/e","964","964","n/e","1646","1646","n/e"
"11.12.2021 21:45 - 11.12.2021 22:00","0","0","n/e","950","950","n/e","1679","1679","n/e"
"11.12.2021 22:00 - 11.12.2021 22:15","0","0","n/e","937","937","n/e","1714","1714","n/e"
"11.12.2021 22:15 - 11.12.2021 22:30","0","0","n/e","944","944","n/e","1751","1751","n/e"
"11.12.2021 22:30 - 11.12.2021 22:45","0","0","n/e","973","973","n/e","1792","1792","n/e"
"11.12.2021 22:45 - 11.12.2021 23:00","0","0","n/e","1002","1002","n/e","1836","1836","n/e"
"11.12.2021 23:00 - 11.12.2021 23:15","0","0","n/e","1030","1030","n/e","1878","1878","n/e"
"11.12.2021 23:15 - 11.12.2021 23:30","0","0","n/e","1066","1066","n/e","1905","1905","n/e"
"11.12.2021 23:30 - 11.12.2021 23:45","0","0","n/e","1109","1109","n/e","1919","1919","n/e"
"11.12.2021 23:45 - 12.12.2021 00:00","0","0","n/e","1152","1152","n/e","1936","1936","n/e"
"12.12.2021 00:00 - 12.12.2021 00:15","0","0","n/e","1164","1164","n/e","1926","1926","n/e"
"12.12.2021 00:15 - 12.12.2021 00:30","0","0","n/e","1178","1178","n/e","1960","1960","n/e"
"12.12.2021 00:30 - 12.12.2021 00:45","0","0","n/e","1194","1194","n/e","1990","1990","n/e"
"12.12.2021 00:45 - 12.12.2021 01:00","0","0","n/e","1210","1210","n/e","2021","2021","n/e"
"12.12.2021 01:00 - 12.12.2021 01:15","0","0","n/e","1226","1226","n/e","2054","2054","n/e"
"12.12.2021 01:15 - 12.12.2021 01:30","0","0","n/e","1244","1244","n/e","2106","2106","n/e"
"12.12.2021 01:30 - 12.12.2021 01:45","0","0","n/e","1264","1264","n/e","2176","2176","n/e"
"12.12.2021 01:45 - 12.12.2021 02:00","0","0","n/e","1284","1284","n/e","2250","2250","n/e"
"12.12.2021 02:00 - 12.12.2021 02:15","0","0","n/e","1304","1304","n/e","2324","2324","n/e"
"12.12.2021 02:15 - 12.12.2021 02:30","0","0","n/e","1321","1321","n/e","2397","2397","n/e"
"12.12.2021 02:30 - 12.12.2021 02:45","0","0","n/e","1336","1336","n/e","2476","2476","n/e"
"12.12.2021 02:45 - 12.12.2021 03:00","0","0","n/e","1351","1351","n/e","2554","2554","n/e"
"12.12.2021 03:00 - 12.12.2021 03:15","0","0","n/e","1365","1365","n/e","2631","2631","n/e"
"12.12.2021 03:15 - 12.12.2021 03:30","0","0","n/e","1373","1373","n/e","2696","2696","n/e"
"12.12.2021 03:30 - 12.12.2021 03:45","0","0","n/e","1375","1375","n/e","2749","2749","n/e"
"12.12.2021 03:45 - 12.12.2021 04:00","0","0","n/e","1376","1376","n/e","2800","2800","n/e"
"12.12.2021 04:00 - 12.12.2021 04:15","0","0","n/e","1378","1378","n/e","2851","2851","n/e"
"12.12.2021 04:15 - 12.12.2021 04:30","0","0","n/e","1376","1376","n/e","2881","2881","n/e"
"12.12.2021 04:30 - 12.12.2021 04:45","0","0","n/e","1370","1370","n/e","2885","2885","n/e"
"12.12.2021 04:45 - 12.12.2021 05:00","0","0","n/e","1365","1365","n/e","2890","2890","n/e"
"12.12.2021 05:00 - 12.12.2021 05:15","0","0","n/e","1360","1360","n/e","2896","2896","n/e"
"12.12.2021 05:15 - 12.12.2021 05:30","0","0","n/e","1343","1343","n/e","2874","2874","n/e"
"12.12.2021 05:30 - 12.12.2021 05:45","0","0","n/e","1313","1313","n/e","2830","2830","n/e"
"12.12.2021 05:45 - 12.12.2021 06:00","0","0","n/e","1284","1284","n/e","2787","2787","n/e"
"12.12.2021 06:00 - 12.12.2021 06:15","0","0","n/e","1254","1254","n/e","2744","2744","n/e"
"12.12.2021 06:15 - 12.12.2021 06:30","0","0","n/e","1224","1224","n/e","2672","2672","n/e"
"12.12.2021 06:30 - 12.12.2021 06:45","0","0","n/e","1191","1191","n/e","2571","2571","n/e"
"12.12.2021 06:45 - 12.12.2021 07:00","0","0","n/e","1159","1159","n/e","2468","2468","n/e"
"12.12.2021 07:00 - 12.12.2021 07:15","0","0","n/e","1126","1126","n/e","2366","2366","n/e"
"12.12.2021 07:15 - 12.12.2021 07:30","0","0","n/e","1099","1099","n/e","2283","2283","n/e"
"12.12.2021 07:30 - 12.12.2021 07:45","0","0","n/e","1077","1077","n/e","2220","2220","n/e"
"12.12.2021 07:45 - 12.12.2021 08:00","0","0","n/e","1055","1055","n/e","2157","2157","n/e"
"12.12.2021 08:00 - 12.12.2021 08:15","0","0","n/e","1033","1033","n/e","2093","2093","n/e"
"12.12.2021 08:15 - 12.12.2021 08:30","0","0","n/e","1023","1023","n/e","2033","2033","n/e"
"12.12.2021 08:30 - 12.12.2021 08:45","3","3","n/e","1025","1025","n/e","1976","1976","n/e"
"12.12.2021 08:45 - 12.12.2021 09:00","3","3","n/e","1026","1026","n/e","1919","1919","n/e"
"12.12.2021 09:00 - 12.12.2021 09:15","4","4","n/e","1028","1028","n/e","1863","1863","n/e"
"12.12.2021 09:15 - 12.12.2021 09:30","14","14","n/e","1025","1025","n/e","1809","1809","n/e"
"12.12.2021 09:30 - 12.12.2021 09:45","25","25","n/e","1018","1018","n/e","1754","1754","n/e"
"12.12.2021 09:45 - 12.12.2021 10:00","33","33","n/e","1012","1012","n/e","1701","1701","n/e"
"12.12.2021 10:00 - 12.12.2021 10:15","42","42","n/e","1005","1005","n/e","1650","1650","n/e"
"12.12.2021 10:15 - 12.12.2021 10:30","55","55","n/e","995","995","n/e","1607","1607","n/e"
"12.12.2021 10:30 - 12.12.2021 10:45","68","68","n/e","981","981","n/e","1574","1574","n/e"
"12.12.2021 10:45 - 12.12.2021 11:00","82","82","n/e","968","968","n/e","1541","1541","n/e"
"12.12.2021 11:00 - 12.12.2021 11:15","96","96","n/e","955","955","n/e","1511","1511","n/e"
"12.12.2021 11:15 - 12.12.2021 11:30","103","103","n/e","944","944","n/e","1478","1478","n/e"
"12.12.2021 11:30 - 12.12.2021 11:45","113","113","n/e","935","935","n/e","1446","1446","n/e"
"12.12.2021 11:45 - 12.12.2021 12:00","124","124","n/e","926","926","n/e","1414","1414","n/e"
"12.12.2021 12:00 - 12.12.2021 12:15","136","136","n/e","917","917","n/e","1378","1378","n/e"
"12.12.2021 12:15 - 12.12.2021 12:30","139","139","n/e","907","907","n/e","1348","1348","n/e"
"12.12.2021 12:30 - 12.12.2021 12:45","145","145","n/e","896","896","n/e","1315","1315","n/e"
"12.12.2021 12:45 - 12.12.2021 13:00","150","150","n/e","885","885","n/e","1286","1286","n/e"
"12.12.2021 13:00 - 12.12.2021 13:15","156","156","n/e","874","874","n/e","1255","1255","n/e"
"12.12.2021 13:15 - 12.12.2021 13:30","155","155","n/e","857","857","n/e","1223","1223","n/e"
"12.12.2021 13:30 - 12.12.2021 13:45","156","156","n/e","835","835","n/e","1189","1189","n/e"
"12.12.2021 13:45 - 12.12.2021 14:00","155","155","n/e","812","812","n/e","1156","1156","n/e"
