"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|NL","Actual Total Load [MW] - BZN|NL"
"05.01.2021 12:15 - 05.01.2021 12:30","16689","16609"
"05.01.2021 12:30 - 05.01.2021 12:45","16635","16548"
"05.01.2021 12:45 - 05.01.2021 13:00","16568","16539"
"05.01.2021 13:00 - 05.01.2021 13:15","16524","16565"
"05.01.2021 13:15 - 05.01.2021 13:30","16499","16582"
"05.01.2021 13:30 - 05.01.2021 13:45","16428","16545"
"05.01.2021 13:45 - 05.01.2021 14:00","16410","16555"
"05.01.2021 14:00 - 05.01.2021 14:15","16427","16522"
"05.01.2021 14:15 - 05.01.2021 14:30","16420","16543"
"05.01.2021 14:30 - 05.01.2021 14:45","16431","16530"
"05.01.2021 14:45 - 05.01.2021 15:00","16430","16550"
"05.01.2021 15:00 - 05.01.2021 15:15","16471","16559"
"05.01.2021 15:15 - 05.01.2021 15:30","16495","16516"
"05.01.2021 15:30 - 05.01.2021 15:45","16479","16530"
"05.01.2021 15:45 - 05.01.2021 16:00","16490","16507"
"05.01.2021 16:00 - 05.01.2021 16:15","16670","16464"
"05.01.2021 16:15 - 05.01.2021 16:30","16723","16518"
"05.01.2021 16:30 - 05.01.2021 16:45","16857","16602"
"05.01.2021 16:45 - 05.01.2021 17:00","17042","16918"
"05.01.2021 17:00 - 05.01.2021 17:15","17206","17088"
"05.01.2021 17:15 - 05.01.2021 17:30","17209","17284"
"05.01.2021 17:30 - 05.01.2021 17:45","17314","17316"
"05.01.2021 17:45 - 05.01.2021 18:00","17263","17082"
"05.01.2021 18:00 - 05.01.2021 18:15","16878","16530"
"05.01.2021 18:15 - 05.01.2021 18:30","16324","16311"
"05.01.2021 18:30 - 05.01.2021 18:45","16229","16141"
"05.01.2021 18:45 - 05.01.2021 19:00","16134","16007"
"05.01.2021 19:00 - 05.01.2021 19:15","16025","15829"
"05.01.2021 19:15 - 05.01.2021 19:30","15854","15711"
"05.01.2021 19:30 - 05.01.2021 19:45","15691","15565"
"05.01.2021 19:45 - 05.01.2021 20:00","15570","15415"
"05.01.2021 20:00 - 05.01.2021 20:15","15462","15139"
"05.01.2021 20:15 - 05.01.2021 20:30","15298","14933"
"05.01.2021 20:30 - 05.01.2021 20:45","15099","14725"
"05.01.2021 20:45 - 05.01.2021 21:00","14896","14503"
"05.01.2021 21:00 - 05.01.2021 21:15","14719","14308"
"05.01.2021 21:15 - 05.01.2021 21:30","14569","14138"
"05.01.2021 21:30 - 05.01.2021 21:45","14428","13926"
"05.01.2021 21:45 - 05.01.2021 22:00","14285","13714"
"05.01.2021 22:00 - 05.01.2021 22:15","14151","13469"
"05.01.2021 22:15 - 05.01.2021 22:30","14015","13250"
"05.01.2021 22:30 - 05.01.2021 22:45","13864","13035"
"05.01.2021 22:45 - 05.01.2021 23:00","13659","12825"
"05.01.2021 23:00 - 05.01.2021 23:15","13498","12765"
"05.01.2021 23:15 - 05.01.2021 23:30","13372","12521"
"05.01.2021 23:30 - 05.01.2021 23:45","13170","12339"
"05.01.2021 23:45 - 06.01.2021 00:00","12996","12073"
"06.01.2021 00:00 - 06.01.2021 00:15","12943","11989"
"06.01.2021 00:15 - 06.01.2021 00:30","13039","11941"
"06.01.2021 00:30 - 06.01.2021 00:45","13054","11813"
"06.01.2021 00:45 - 06.01.2021 01:00","12951","11712"
"06.01.2021 01:00 - 06.01.2021 01:15","12853","11608"
"06.01.2021 01:15 - 06.01.2021 01:30","12805","11570"
"06.01.2021 01:30 - 06.01.2021 01:45","12708","11477"
"06.01.2021 01:45 - 06.01.2021 02:00","12613","11364"
"06.01.2021 02:00 - 06.01.2021 02:15","12547","11300"
"06.01.2021 02:15 - 06.01.2021 02:30","12473","11259"
"06.01.2021 02:30 - 06.01.2021 02:45","12398","11234"
"06.01.2021 02:45 - 06.01.2021 03:00","12353","11172"
"06.01.2021 03:00 - 06.01.2021 03:15","12313","11148"
"06.01.2021 03:15 - 06.01.2021 03:30","12256","11171"
"06.01.2021 03:30 - 06.01.2021 03:45","12222","11160"
"06.01.2021 03:45 - 06.01.2021 04:00","12213","11169"
"06.01.2021 04:00 - 06.01.2021 04:15","12228","11208"
"06.01.2021 04:15 - 06.01.2021 04:30","12263","11251"
"06.01.2021 04:30 - 06.01.2021 04:45","12305","11276"
"06.01.2021 04:45 - 06.01.2021 05:00","12319","11346"
"06.01.2021 05:00 - 06.01.2021 05:15","12369","11529"
"06.01.2021 05:15 - 06.01.2021 05:30","12489","11725"
"06.01.2021 05:30 - 06.01.2021 05:45","12606","11910"
"06.01.2021 05:45 - 06.01.2021 06:00","12721","12114"
"06.01.2021 06:00 - 06.01.2021 06:15","12912","12563"
"06.01.2021 06:15 - 06.01.2021 06:30","13240","12902"
"06.01.2021 06:30 - 06.01.2021 06:45","13491","13204"
"06.01.2021 06:45 - 06.01.2021 07:00","13725","13477"
"06.01.2021 07:00 - 06.01.2021 07:15","14042","13932"
"06.01.2021 07:15 - 06.01.2021 07:30","14424","14369"
"06.01.2021 07:30 - 06.01.2021 07:45","14746","14780"
"06.01.2021 07:45 - 06.01.2021 08:00","15036","15097"
"06.01.2021 08:00 - 06.01.2021 08:15","15349","15538"
"06.01.2021 08:15 - 06.01.2021 08:30","15651","15971"
"06.01.2021 08:30 - 06.01.2021 08:45","15904","16034"
"06.01.2021 08:45 - 06.01.2021 09:00","16042","16222"
"06.01.2021 09:00 - 06.01.2021 09:15","16181","16404"
"06.01.2021 09:15 - 06.01.2021 09:30","16310","16516"
"06.01.2021 09:30 - 06.01.2021 09:45","16394","16534"
"06.01.2021 09:45 - 06.01.2021 10:00","16405","16584"
"06.01.2021 10:00 - 06.01.2021 10:15","16379","16550"
"06.01.2021 10:15 - 06.01.2021 10:30","16350","16566"
"06.01.2021 10:30 - 06.01.2021 10:45","16302","16529"
"06.01.2021 10:45 - 06.01.2021 11:00","16262","16492"
"06.01.2021 11:00 - 06.01.2021 11:15","16230","16472"
"06.01.2021 11:15 - 06.01.2021 11:30","16151","16407"
"06.01.2021 11:30 - 06.01.2021 11:45","16054","16450"
"06.01.2021 11:45 - 06.01.2021 12:00","15967","16451"
"06.01.2021 12:00 - 06.01.2021 12:15","15965","16446"
"06.01.2021 12:15 - 06.01.2021 12:30","15955","16413"
"06.01.2021 12:30 - 06.01.2021 12:45","15866","16344"
"06.01.2021 12:45 - 06.01.2021 13:00","15803","16290"
"06.01.2021 13:00 - 06.01.2021 13:15","15777","16287"
"06.01.2021 13:15 - 06.01.2021 13:30","15813","16220"
"06.01.2021 13:30 - 06.01.2021 13:45","15832","16265"
"06.01.2021 13:45 - 06.01.2021 14:00","15808","16283"
"06.01.2021 14:00 - 06.01.2021 14:15","15831","16223"
"06.01.2021 14:15 - 06.01.2021 14:30","15912","16179"
"06.01.2021 14:30 - 06.01.2021 14:45","15935","16211"
"06.01.2021 14:45 - 06.01.2021 15:00","15976","16260"
"06.01.2021 15:00 - 06.01.2021 15:15","16061","16252"
"06.01.2021 15:15 - 06.01.2021 15:30","16111","16295"
"06.01.2021 15:30 - 06.01.2021 15:45","16166","16361"
"06.01.2021 15:45 - 06.01.2021 16:00","16266","16417"
"06.01.2021 16:00 - 06.01.2021 16:15","16307","16407"
"06.01.2021 16:15 - 06.01.2021 16:30","16318","16471"
"06.01.2021 16:30 - 06.01.2021 16:45","16402","16451"
"06.01.2021 16:45 - 06.01.2021 17:00","16612","16831"
"06.01.2021 17:00 - 06.01.2021 17:15","16818","17125"
"06.01.2021 17:15 - 06.01.2021 17:30","16827","17259"
"06.01.2021 17:30 - 06.01.2021 17:45","16929","17351"
"06.01.2021 17:45 - 06.01.2021 18:00","16878","17168"
"06.01.2021 18:00 - 06.01.2021 18:15","16472","16672"
"06.01.2021 18:15 - 06.01.2021 18:30","15911","16473"
"06.01.2021 18:30 - 06.01.2021 18:45","15697","16244"
"06.01.2021 18:45 - 06.01.2021 19:00","15538","16156"
"06.01.2021 19:00 - 06.01.2021 19:15","15440","15952"
"06.01.2021 19:15 - 06.01.2021 19:30","15293","15772"
"06.01.2021 19:30 - 06.01.2021 19:45","15171","15639"
"06.01.2021 19:45 - 06.01.2021 20:00","15044","15492"
"06.01.2021 20:00 - 06.01.2021 20:15","14938","15246"
"06.01.2021 20:15 - 06.01.2021 20:30","14804","15065"
"06.01.2021 20:30 - 06.01.2021 20:45","14653","14850"
"06.01.2021 20:45 - 06.01.2021 21:00","14503","14631"
"06.01.2021 21:00 - 06.01.2021 21:15","14387","14404"
"06.01.2021 21:15 - 06.01.2021 21:30","14272","14289"
"06.01.2021 21:30 - 06.01.2021 21:45","14131","14050"
"06.01.2021 21:45 - 06.01.2021 22:00","13965","13892"
"06.01.2021 22:00 - 06.01.2021 22:15","13792","13616"
"06.01.2021 22:15 - 06.01.2021 22:30","13596","13458"
"06.01.2021 22:30 - 06.01.2021 22:45","13414","13214"
"06.01.2021 22:45 - 06.01.2021 23:00","13280","13072"
"06.01.2021 23:00 - 06.01.2021 23:15","13193","12920"
"06.01.2021 23:15 - 06.01.2021 23:30","13098","12786"
"06.01.2021 23:30 - 06.01.2021 23:45","12911","12553"
"06.01.2021 23:45 - 07.01.2021 00:00","12723","12377"
"07.01.2021 00:00 - 07.01.2021 00:15","12632","12229"
"07.01.2021 00:15 - 07.01.2021 00:30","12672","12147"
"07.01.2021 00:30 - 07.01.2021 00:45","12650","12016"
"07.01.2021 00:45 - 07.01.2021 01:00","12512","11923"
"07.01.2021 01:00 - 07.01.2021 01:15","12336","11872"
"07.01.2021 01:15 - 07.01.2021 01:30","12259","11813"
"07.01.2021 01:30 - 07.01.2021 01:45","12182","11731"
"07.01.2021 01:45 - 07.01.2021 02:00","12121","11655"
"07.01.2021 02:00 - 07.01.2021 02:15","12055","11586"
"07.01.2021 02:15 - 07.01.2021 02:30","11975","11535"
"07.01.2021 02:30 - 07.01.2021 02:45","11931","11518"
"07.01.2021 02:45 - 07.01.2021 03:00","11911","11486"
"07.01.2021 03:00 - 07.01.2021 03:15","11929","11454"
"07.01.2021 03:15 - 07.01.2021 03:30","11943","11425"
"07.01.2021 03:30 - 07.01.2021 03:45","11929","11403"
"07.01.2021 03:45 - 07.01.2021 04:00","11886","11414"
"07.01.2021 04:00 - 07.01.2021 04:15","11939","11432"
"07.01.2021 04:15 - 07.01.2021 04:30","12084","11476"
"07.01.2021 04:30 - 07.01.2021 04:45","12203","11523"
"07.01.2021 04:45 - 07.01.2021 05:00","12296","11571"
"07.01.2021 05:00 - 07.01.2021 05:15","12400","11704"
"07.01.2021 05:15 - 07.01.2021 05:30","12529","11830"
"07.01.2021 05:30 - 07.01.2021 05:45","12644","11975"
"07.01.2021 05:45 - 07.01.2021 06:00","12742","12174"
"07.01.2021 06:00 - 07.01.2021 06:15","12908","12562"
"07.01.2021 06:15 - 07.01.2021 06:30","13149","12950"
"07.01.2021 06:30 - 07.01.2021 06:45","13378","13288"
"07.01.2021 06:45 - 07.01.2021 07:00","13569","13542"
"07.01.2021 07:00 - 07.01.2021 07:15","13822","14105"
"07.01.2021 07:15 - 07.01.2021 07:30","14152","14545"
"07.01.2021 07:30 - 07.01.2021 07:45","14453","14954"
"07.01.2021 07:45 - 07.01.2021 08:00","14762","15364"
"07.01.2021 08:00 - 07.01.2021 08:15","15060","15810"
"07.01.2021 08:15 - 07.01.2021 08:30","15379","16157"
"07.01.2021 08:30 - 07.01.2021 08:45","15616","16328"
"07.01.2021 08:45 - 07.01.2021 09:00","15744","16423"
"07.01.2021 09:00 - 07.01.2021 09:15","15882","16493"
"07.01.2021 09:15 - 07.01.2021 09:30","15963","16604"
"07.01.2021 09:30 - 07.01.2021 09:45","16016","16563"
"07.01.2021 09:45 - 07.01.2021 10:00","16029","16568"
"07.01.2021 10:00 - 07.01.2021 10:15","15991","16495"
"07.01.2021 10:15 - 07.01.2021 10:30","15925","16451"
"07.01.2021 10:30 - 07.01.2021 10:45","15833","16420"
"07.01.2021 10:45 - 07.01.2021 11:00","15742","16393"
"07.01.2021 11:00 - 07.01.2021 11:15","15663","16318"
"07.01.2021 11:15 - 07.01.2021 11:30","15676","16259"
"07.01.2021 11:30 - 07.01.2021 11:45","15639","16256"
"07.01.2021 11:45 - 07.01.2021 12:00","15620","16248"
"07.01.2021 12:00 - 07.01.2021 12:15","15588","16258"
"07.01.2021 12:15 - 07.01.2021 12:30","15529","16209"
"07.01.2021 12:30 - 07.01.2021 12:45","15399","16135"
"07.01.2021 12:45 - 07.01.2021 13:00","15278","16093"
"07.01.2021 13:00 - 07.01.2021 13:15","15253","16168"
"07.01.2021 13:15 - 07.01.2021 13:30","15208","16196"
"07.01.2021 13:30 - 07.01.2021 13:45","15190","16147"
"07.01.2021 13:45 - 07.01.2021 14:00","15204","16142"
"07.01.2021 14:00 - 07.01.2021 14:15","15166","16122"
"07.01.2021 14:15 - 07.01.2021 14:30","15151","16129"
"07.01.2021 14:30 - 07.01.2021 14:45","15198","16078"
"07.01.2021 14:45 - 07.01.2021 15:00","15271","16092"
"07.01.2021 15:00 - 07.01.2021 15:15","15325","16093"
"07.01.2021 15:15 - 07.01.2021 15:30","15343","16101"
"07.01.2021 15:30 - 07.01.2021 15:45","15406","16161"
"07.01.2021 15:45 - 07.01.2021 16:00","15436","16223"
"07.01.2021 16:00 - 07.01.2021 16:15","15429","16203"
"07.01.2021 16:15 - 07.01.2021 16:30","15506","16278"
"07.01.2021 16:30 - 07.01.2021 16:45","15654","16406"
"07.01.2021 16:45 - 07.01.2021 17:00","15837","16706"
"07.01.2021 17:00 - 07.01.2021 17:15","16025","16937"
"07.01.2021 17:15 - 07.01.2021 17:30","16093","17198"
"07.01.2021 17:30 - 07.01.2021 17:45","16226","17236"
"07.01.2021 17:45 - 07.01.2021 18:00","16214","17085"
"07.01.2021 18:00 - 07.01.2021 18:15","15899","16568"
"07.01.2021 18:15 - 07.01.2021 18:30","15385","16339"
"07.01.2021 18:30 - 07.01.2021 18:45","15246","16146"
"07.01.2021 18:45 - 07.01.2021 19:00","15090","16023"
"07.01.2021 19:00 - 07.01.2021 19:15","14940","15881"
"07.01.2021 19:15 - 07.01.2021 19:30","14776","15718"
"07.01.2021 19:30 - 07.01.2021 19:45","14602","15479"
"07.01.2021 19:45 - 07.01.2021 20:00","14466","15400"
"07.01.2021 20:00 - 07.01.2021 20:15","14353","15187"
"07.01.2021 20:15 - 07.01.2021 20:30","14229","14978"
"07.01.2021 20:30 - 07.01.2021 20:45","14093","14811"
"07.01.2021 20:45 - 07.01.2021 21:00","13927","14651"
"07.01.2021 21:00 - 07.01.2021 21:15","13746","14428"
"07.01.2021 21:15 - 07.01.2021 21:30","13608","14250"
"07.01.2021 21:30 - 07.01.2021 21:45","13524","14034"
"07.01.2021 21:45 - 07.01.2021 22:00","13432","13850"
"07.01.2021 22:00 - 07.01.2021 22:15","13360","13576"
"07.01.2021 22:15 - 07.01.2021 22:30","13266","13350"
"07.01.2021 22:30 - 07.01.2021 22:45","13158","13149"
"07.01.2021 22:45 - 07.01.2021 23:00","13007","12942"
"07.01.2021 23:00 - 07.01.2021 23:15","12903","12855"
"07.01.2021 23:15 - 07.01.2021 23:30","12899","12701"
"07.01.2021 23:30 - 07.01.2021 23:45","12782","12496"
"07.01.2021 23:45 - 08.01.2021 00:00","12615","12257"
"08.01.2021 00:00 - 08.01.2021 00:15","12319","12115"
"08.01.2021 00:15 - 08.01.2021 00:30","12362","12113"
"08.01.2021 00:30 - 08.01.2021 00:45","12391","12026"
"08.01.2021 00:45 - 08.01.2021 01:00","12315","11882"
"08.01.2021 01:00 - 08.01.2021 01:15","12237","11798"
"08.01.2021 01:15 - 08.01.2021 01:30","12208","11722"
"08.01.2021 01:30 - 08.01.2021 01:45","12159","11621"
"08.01.2021 01:45 - 08.01.2021 02:00","12044","11561"
"08.01.2021 02:00 - 08.01.2021 02:15","11952","11515"
"08.01.2021 02:15 - 08.01.2021 02:30","11847","11482"
"08.01.2021 02:30 - 08.01.2021 02:45","11785","11394"
"08.01.2021 02:45 - 08.01.2021 03:00","11703","11349"
"08.01.2021 03:00 - 08.01.2021 03:15","11655","11372"
"08.01.2021 03:15 - 08.01.2021 03:30","11618","11357"
"08.01.2021 03:30 - 08.01.2021 03:45","11610","11396"
"08.01.2021 03:45 - 08.01.2021 04:00","11560","11381"
"08.01.2021 04:00 - 08.01.2021 04:15","11564","11425"
"08.01.2021 04:15 - 08.01.2021 04:30","11583","11429"
"08.01.2021 04:30 - 08.01.2021 04:45","11563","11503"
"08.01.2021 04:45 - 08.01.2021 05:00","11559","11546"
"08.01.2021 05:00 - 08.01.2021 05:15","11641","11647"
"08.01.2021 05:15 - 08.01.2021 05:30","11712","11813"
"08.01.2021 05:30 - 08.01.2021 05:45","11800","11986"
"08.01.2021 05:45 - 08.01.2021 06:00","11887","12136"
"08.01.2021 06:00 - 08.01.2021 06:15","12052","12516"
"08.01.2021 06:15 - 08.01.2021 06:30","12187","12867"
"08.01.2021 06:30 - 08.01.2021 06:45","12239","13167"
"08.01.2021 06:45 - 08.01.2021 07:00","12351","13483"
"08.01.2021 07:00 - 08.01.2021 07:15","12584","13957"
"08.01.2021 07:15 - 08.01.2021 07:30","12752","14356"
"08.01.2021 07:30 - 08.01.2021 07:45","12952","14800"
"08.01.2021 07:45 - 08.01.2021 08:00","13136","15224"
"08.01.2021 08:00 - 08.01.2021 08:15","13314","15660"
"08.01.2021 08:15 - 08.01.2021 08:30","13535","16014"
"08.01.2021 08:30 - 08.01.2021 08:45","13689","16215"
"08.01.2021 08:45 - 08.01.2021 09:00","13798","16311"
"08.01.2021 09:00 - 08.01.2021 09:15","13862","16423"
"08.01.2021 09:15 - 08.01.2021 09:30","13959","16475"
"08.01.2021 09:30 - 08.01.2021 09:45","13997","16469"
"08.01.2021 09:45 - 08.01.2021 10:00","13998","16433"
"08.01.2021 10:00 - 08.01.2021 10:15","13963","16333"
"08.01.2021 10:15 - 08.01.2021 10:30","13864","16237"
"08.01.2021 10:30 - 08.01.2021 10:45","13766","16099"
"08.01.2021 10:45 - 08.01.2021 11:00","13647","16025"
"08.01.2021 11:00 - 08.01.2021 11:15","13523","15870"
"08.01.2021 11:15 - 08.01.2021 11:30","13398","15782"
"08.01.2021 11:30 - 08.01.2021 11:45","13277","15750"
"08.01.2021 11:45 - 08.01.2021 12:00","13181","15779"
"08.01.2021 12:00 - 08.01.2021 12:15","13119","15759"
"08.01.2021 12:15 - 08.01.2021 12:30","13045","15640"
"08.01.2021 12:30 - 08.01.2021 12:45","13030","15529"
"08.01.2021 12:45 - 08.01.2021 13:00","13044","15460"
"08.01.2021 13:00 - 08.01.2021 13:15","13085","15470"
"08.01.2021 13:15 - 08.01.2021 13:30","13110","15477"
"08.01.2021 13:30 - 08.01.2021 13:45","13134","15344"
"08.01.2021 13:45 - 08.01.2021 14:00","13188","15444"
"08.01.2021 14:00 - 08.01.2021 14:15","13238","15346"
"08.01.2021 14:15 - 08.01.2021 14:30","13357","15333"
"08.01.2021 14:30 - 08.01.2021 14:45","13515","15376"
"08.01.2021 14:45 - 08.01.2021 15:00","13654","15371"
"08.01.2021 15:00 - 08.01.2021 15:15","13805","15334"
"08.01.2021 15:15 - 08.01.2021 15:30","13954","15450"
"08.01.2021 15:30 - 08.01.2021 15:45","14093","15576"
"08.01.2021 15:45 - 08.01.2021 16:00","14240","15675"
"08.01.2021 16:00 - 08.01.2021 16:15","14356","15711"
"08.01.2021 16:15 - 08.01.2021 16:30","14492","15760"
"08.01.2021 16:30 - 08.01.2021 16:45","14695","15942"
"08.01.2021 16:45 - 08.01.2021 17:00","15005","16239"
"08.01.2021 17:00 - 08.01.2021 17:15","15272","16547"
"08.01.2021 17:15 - 08.01.2021 17:30","15470","16962"
"08.01.2021 17:30 - 08.01.2021 17:45","15627","17092"
"08.01.2021 17:45 - 08.01.2021 18:00","15616","16945"
"08.01.2021 18:00 - 08.01.2021 18:15","15257","16522"
"08.01.2021 18:15 - 08.01.2021 18:30","14947","16249"
"08.01.2021 18:30 - 08.01.2021 18:45","14841","16063"
"08.01.2021 18:45 - 08.01.2021 19:00","14723","15867"
"08.01.2021 19:00 - 08.01.2021 19:15","14567","15711"
"08.01.2021 19:15 - 08.01.2021 19:30","14416","15557"
"08.01.2021 19:30 - 08.01.2021 19:45","14279","15328"
"08.01.2021 19:45 - 08.01.2021 20:00","14189","15210"
"08.01.2021 20:00 - 08.01.2021 20:15","14089","15002"
"08.01.2021 20:15 - 08.01.2021 20:30","13964","14762"
"08.01.2021 20:30 - 08.01.2021 20:45","13826","14601"
"08.01.2021 20:45 - 08.01.2021 21:00","13642","14379"
"08.01.2021 21:00 - 08.01.2021 21:15","13500","14203"
"08.01.2021 21:15 - 08.01.2021 21:30","13408","14042"
"08.01.2021 21:30 - 08.01.2021 21:45","13320","13861"
"08.01.2021 21:45 - 08.01.2021 22:00","13203","13674"
"08.01.2021 22:00 - 08.01.2021 22:15","13079","13436"
"08.01.2021 22:15 - 08.01.2021 22:30","12968","13269"
"08.01.2021 22:30 - 08.01.2021 22:45","12836","13067"
"08.01.2021 22:45 - 08.01.2021 23:00","12673","12890"
"08.01.2021 23:00 - 08.01.2021 23:15","12595","12829"
"08.01.2021 23:15 - 08.01.2021 23:30","12523","12672"
"08.01.2021 23:30 - 08.01.2021 23:45","12365","12467"
"08.01.2021 23:45 - 09.01.2021 00:00","12211","12324"
"09.01.2021 00:00 - 09.01.2021 00:15","12289","12202"
"09.01.2021 00:15 - 09.01.2021 00:30","12345","12101"
"09.01.2021 00:30 - 09.01.2021 00:45","12307","11975"
"09.01.2021 00:45 - 09.01.2021 01:00","12223","11846"
"09.01.2021 01:00 - 09.01.2021 01:15","12133","11783"
"09.01.2021 01:15 - 09.01.2021 01:30","12064","11710"
"09.01.2021 01:30 - 09.01.2021 01:45","11980","11603"
"09.01.2021 01:45 - 09.01.2021 02:00","11867","11471"
"09.01.2021 02:00 - 09.01.2021 02:15","11757","11392"
"09.01.2021 02:15 - 09.01.2021 02:30","11683","11375"
"09.01.2021 02:30 - 09.01.2021 02:45","11614","11345"
"09.01.2021 02:45 - 09.01.2021 03:00","11564","11271"
"09.01.2021 03:00 - 09.01.2021 03:15","11533","11263"
"09.01.2021 03:15 - 09.01.2021 03:30","11511","11171"
"09.01.2021 03:30 - 09.01.2021 03:45","11483","11149"
"09.01.2021 03:45 - 09.01.2021 04:00","11436","11111"
"09.01.2021 04:00 - 09.01.2021 04:15","11414","11087"
"09.01.2021 04:15 - 09.01.2021 04:30","11422","11066"
"09.01.2021 04:30 - 09.01.2021 04:45","11410","11073"
"09.01.2021 04:45 - 09.01.2021 05:00","11413","11120"
"09.01.2021 05:00 - 09.01.2021 05:15","11423","11135"
"09.01.2021 05:15 - 09.01.2021 05:30","11470","11227"
"09.01.2021 05:30 - 09.01.2021 05:45","11531","11296"
"09.01.2021 05:45 - 09.01.2021 06:00","11571","11345"
"09.01.2021 06:00 - 09.01.2021 06:15","11644","11520"
"09.01.2021 06:15 - 09.01.2021 06:30","11775","11599"
"09.01.2021 06:30 - 09.01.2021 06:45","11857","11734"
"09.01.2021 06:45 - 09.01.2021 07:00","11934","11862"
"09.01.2021 07:00 - 09.01.2021 07:15","12039","12088"
"09.01.2021 07:15 - 09.01.2021 07:30","12202","12281"
"09.01.2021 07:30 - 09.01.2021 07:45","12332","12424"
"09.01.2021 07:45 - 09.01.2021 08:00","12467","12635"
"09.01.2021 08:00 - 09.01.2021 08:15","12625","12895"
"09.01.2021 08:15 - 09.01.2021 08:30","12817","13114"
"09.01.2021 08:30 - 09.01.2021 08:45","12992","13216"
"09.01.2021 08:45 - 09.01.2021 09:00","13117","13379"
"09.01.2021 09:00 - 09.01.2021 09:15","13204","13532"
"09.01.2021 09:15 - 09.01.2021 09:30","13282","13642"
"09.01.2021 09:30 - 09.01.2021 09:45","13344","13650"
"09.01.2021 09:45 - 09.01.2021 10:00","13414","13661"
"09.01.2021 10:00 - 09.01.2021 10:15","13448","13647"
"09.01.2021 10:15 - 09.01.2021 10:30","13461","13544"
"09.01.2021 10:30 - 09.01.2021 10:45","13469","13503"
"09.01.2021 10:45 - 09.01.2021 11:00","13444","13376"
"09.01.2021 11:00 - 09.01.2021 11:15","13414","13242"
"09.01.2021 11:15 - 09.01.2021 11:30","13382","13118"
"09.01.2021 11:30 - 09.01.2021 11:45","13335","13036"
"09.01.2021 11:45 - 09.01.2021 12:00","13334","12941"
"09.01.2021 12:00 - 09.01.2021 12:15","13412","12818"
"09.01.2021 12:15 - 09.01.2021 12:30","13479","12701"
"09.01.2021 12:30 - 09.01.2021 12:45","13471","12560"
"09.01.2021 12:45 - 09.01.2021 13:00","13459","12475"
"09.01.2021 13:00 - 09.01.2021 13:15","13455","12464"
"09.01.2021 13:15 - 09.01.2021 13:30","13527","12473"
"09.01.2021 13:30 - 09.01.2021 13:45","13600","12475"
"09.01.2021 13:45 - 09.01.2021 14:00","13615","12455"
"09.01.2021 14:00 - 09.01.2021 14:15","13665","12560"
"09.01.2021 14:15 - 09.01.2021 14:30","13717","12609"
"09.01.2021 14:30 - 09.01.2021 14:45","13787","12744"
"09.01.2021 14:45 - 09.01.2021 15:00","13845","12912"
"09.01.2021 15:00 - 09.01.2021 15:15","13888","13020"
"09.01.2021 15:15 - 09.01.2021 15:30","13939","13191"
"09.01.2021 15:30 - 09.01.2021 15:45","13985","13373"
"09.01.2021 15:45 - 09.01.2021 16:00","14022","13584"
