"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|NL","Actual Total Load [MW] - BZN|NL"
"21.07.2021 21:15 - 21.07.2021 21:30","13477","13268"
"21.07.2021 21:30 - 21.07.2021 21:45","13433","13201"
"21.07.2021 21:45 - 21.07.2021 22:00","13392","13250"
"21.07.2021 22:00 - 21.07.2021 22:15","13364","13280"
"21.07.2021 22:15 - 21.07.2021 22:30","13346","13213"
"21.07.2021 22:30 - 21.07.2021 22:45","13229","13031"
"21.07.2021 22:45 - 21.07.2021 23:00","13064","12893"
"21.07.2021 23:00 - 21.07.2021 23:15","12962","12800"
"21.07.2021 23:15 - 21.07.2021 23:30","12873","12614"
"21.07.2021 23:30 - 21.07.2021 23:45","12735","12435"
"21.07.2021 23:45 - 22.07.2021 00:00","12565","12189"
"22.07.2021 00:00 - 22.07.2021 00:15","12428","12028"
"22.07.2021 00:15 - 22.07.2021 00:30","12343","11825"
"22.07.2021 00:30 - 22.07.2021 00:45","12211","11682"
"22.07.2021 00:45 - 22.07.2021 01:00","12082","11537"
"22.07.2021 01:00 - 22.07.2021 01:15","11958","11381"
"22.07.2021 01:15 - 22.07.2021 01:30","11866","11317"
"22.07.2021 01:30 - 22.07.2021 01:45","11782","11174"
"22.07.2021 01:45 - 22.07.2021 02:00","11663","11116"
"22.07.2021 02:00 - 22.07.2021 02:15","11570","11039"
"22.07.2021 02:15 - 22.07.2021 02:30","11520","11012"
"22.07.2021 02:30 - 22.07.2021 02:45","11476","10988"
"22.07.2021 02:45 - 22.07.2021 03:00","11426","10938"
"22.07.2021 03:00 - 22.07.2021 03:15","11401","10922"
"22.07.2021 03:15 - 22.07.2021 03:30","11371","10872"
"22.07.2021 03:30 - 22.07.2021 03:45","11348","10864"
"22.07.2021 03:45 - 22.07.2021 04:00","11320","10858"
"22.07.2021 04:00 - 22.07.2021 04:15","11317","10822"
"22.07.2021 04:15 - 22.07.2021 04:30","11296","10851"
"22.07.2021 04:30 - 22.07.2021 04:45","11294","10817"
"22.07.2021 04:45 - 22.07.2021 05:00","11297","10837"
"22.07.2021 05:00 - 22.07.2021 05:15","11348","10960"
"22.07.2021 05:15 - 22.07.2021 05:30","11398","11006"
"22.07.2021 05:30 - 22.07.2021 05:45","11457","11010"
"22.07.2021 05:45 - 22.07.2021 06:00","11551","11058"
"22.07.2021 06:00 - 22.07.2021 06:15","11683","11234"
"22.07.2021 06:15 - 22.07.2021 06:30","11886","11407"
"22.07.2021 06:30 - 22.07.2021 06:45","12045","11455"
"22.07.2021 06:45 - 22.07.2021 07:00","12193","11550"
"22.07.2021 07:00 - 22.07.2021 07:15","12395","11738"
"22.07.2021 07:15 - 22.07.2021 07:30","12611","11820"
"22.07.2021 07:30 - 22.07.2021 07:45","12845","11934"
"22.07.2021 07:45 - 22.07.2021 08:00","13011","11983"
"22.07.2021 08:00 - 22.07.2021 08:15","13115","12053"
"22.07.2021 08:15 - 22.07.2021 08:30","13144","12026"
"22.07.2021 08:30 - 22.07.2021 08:45","13134","12030"
"22.07.2021 08:45 - 22.07.2021 09:00","13149","11995"
"22.07.2021 09:00 - 22.07.2021 09:15","13132","11904"
"22.07.2021 09:15 - 22.07.2021 09:30","13027","11814"
"22.07.2021 09:30 - 22.07.2021 09:45","12890","11725"
"22.07.2021 09:45 - 22.07.2021 10:00","12818","11662"
"22.07.2021 10:00 - 22.07.2021 10:15","12748","11595"
"22.07.2021 10:15 - 22.07.2021 10:30","12661","11490"
"22.07.2021 10:30 - 22.07.2021 10:45","12559","11390"
"22.07.2021 10:45 - 22.07.2021 11:00","12458","11254"
"22.07.2021 11:00 - 22.07.2021 11:15","12373","11103"
"22.07.2021 11:15 - 22.07.2021 11:30","12268","10992"
"22.07.2021 11:30 - 22.07.2021 11:45","14607","10875"
"22.07.2021 11:45 - 22.07.2021 12:00","12437","10783"
"22.07.2021 12:00 - 22.07.2021 12:15","12205","10633"
"22.07.2021 12:15 - 22.07.2021 12:30","12146","10455"
"22.07.2021 12:30 - 22.07.2021 12:45","12029","10287"
"22.07.2021 12:45 - 22.07.2021 13:00","11908","10214"
"22.07.2021 13:00 - 22.07.2021 13:15","11997","10174"
"22.07.2021 13:15 - 22.07.2021 13:30","12034","10071"
"22.07.2021 13:30 - 22.07.2021 13:45","12025","10030"
"22.07.2021 13:45 - 22.07.2021 14:00","12029","9899"
"22.07.2021 14:00 - 22.07.2021 14:15","12013","9776"
"22.07.2021 14:15 - 22.07.2021 14:30","12003","9755"
"22.07.2021 14:30 - 22.07.2021 14:45","12062","9763"
"22.07.2021 14:45 - 22.07.2021 15:00","12056","9772"
"22.07.2021 15:00 - 22.07.2021 15:15","12057","9777"
"22.07.2021 15:15 - 22.07.2021 15:30","12076","9828"
"22.07.2021 15:30 - 22.07.2021 15:45","12168","9897"
"22.07.2021 15:45 - 22.07.2021 16:00","12230","9977"
"22.07.2021 16:00 - 22.07.2021 16:15","12278","10088"
"22.07.2021 16:15 - 22.07.2021 16:30","12326","10211"
"22.07.2021 16:30 - 22.07.2021 16:45","12423","10354"
"22.07.2021 16:45 - 22.07.2021 17:00","12568","10619"
"22.07.2021 17:00 - 22.07.2021 17:15","12673","10778"
"22.07.2021 17:15 - 22.07.2021 17:30","12820","11088"
"22.07.2021 17:30 - 22.07.2021 17:45","12987","11368"
"22.07.2021 17:45 - 22.07.2021 18:00","13078","11588"
"22.07.2021 18:00 - 22.07.2021 18:15","13039","11599"
"22.07.2021 18:15 - 22.07.2021 18:30","12965","11663"
"22.07.2021 18:30 - 22.07.2021 18:45","12986","11808"
"22.07.2021 18:45 - 22.07.2021 19:00","13075","12003"
"22.07.2021 19:00 - 22.07.2021 19:15","13123","12101"
"22.07.2021 19:15 - 22.07.2021 19:30","13180","12258"
"22.07.2021 19:30 - 22.07.2021 19:45","13240","12392"
"22.07.2021 19:45 - 22.07.2021 20:00","13320","12610"
"22.07.2021 20:00 - 22.07.2021 20:15","13354","12694"
"22.07.2021 20:15 - 22.07.2021 20:30","13372","12805"
"22.07.2021 20:30 - 22.07.2021 20:45","13340","12820"
"22.07.2021 20:45 - 22.07.2021 21:00","13366","12885"
"22.07.2021 21:00 - 22.07.2021 21:15","13382","12883"
"22.07.2021 21:15 - 22.07.2021 21:30","13380","12905"
"22.07.2021 21:30 - 22.07.2021 21:45","13390","12890"
"22.07.2021 21:45 - 22.07.2021 22:00","13384","12953"
"22.07.2021 22:00 - 22.07.2021 22:15","13407","12961"
"22.07.2021 22:15 - 22.07.2021 22:30","13487","12916"
"22.07.2021 22:30 - 22.07.2021 22:45","13454","12775"
"22.07.2021 22:45 - 22.07.2021 23:00","13352","12597"
"22.07.2021 23:00 - 22.07.2021 23:15","13264","12465"
"22.07.2021 23:15 - 22.07.2021 23:30","13191","12373"
"22.07.2021 23:30 - 22.07.2021 23:45","13072","12151"
"22.07.2021 23:45 - 23.07.2021 00:00","12889","11938"
"23.07.2021 00:00 - 23.07.2021 00:15","12709","11766"
"23.07.2021 00:15 - 23.07.2021 00:30","12586","11585"
"23.07.2021 00:30 - 23.07.2021 00:45","12445","11424"
"23.07.2021 00:45 - 23.07.2021 01:00","12293","11326"
"23.07.2021 01:00 - 23.07.2021 01:15","12165","11170"
"23.07.2021 01:15 - 23.07.2021 01:30","12061","11068"
"23.07.2021 01:30 - 23.07.2021 01:45","11983","10976"
"23.07.2021 01:45 - 23.07.2021 02:00","11925","10873"
"23.07.2021 02:00 - 23.07.2021 02:15","11866","10827"
"23.07.2021 02:15 - 23.07.2021 02:30","11813","10781"
"23.07.2021 02:30 - 23.07.2021 02:45","11754","10722"
"23.07.2021 02:45 - 23.07.2021 03:00","11705","10696"
"23.07.2021 03:00 - 23.07.2021 03:15","11673","10651"
"23.07.2021 03:15 - 23.07.2021 03:30","11629","10642"
"23.07.2021 03:30 - 23.07.2021 03:45","11616","10602"
"23.07.2021 03:45 - 23.07.2021 04:00","11589","10595"
"23.07.2021 04:00 - 23.07.2021 04:15","11573","10587"
"23.07.2021 04:15 - 23.07.2021 04:30","11596","10566"
"23.07.2021 04:30 - 23.07.2021 04:45","11594","10581"
"23.07.2021 04:45 - 23.07.2021 05:00","11616","10616"
"23.07.2021 05:00 - 23.07.2021 05:15","11668","10678"
"23.07.2021 05:15 - 23.07.2021 05:30","11659","10739"
"23.07.2021 05:30 - 23.07.2021 05:45","11640","10751"
"23.07.2021 05:45 - 23.07.2021 06:00","11700","10798"
"23.07.2021 06:00 - 23.07.2021 06:15","11854","11051"
"23.07.2021 06:15 - 23.07.2021 06:30","12025","11269"
"23.07.2021 06:30 - 23.07.2021 06:45","12142","11388"
"23.07.2021 06:45 - 23.07.2021 07:00","12240","11502"
"23.07.2021 07:00 - 23.07.2021 07:15","12348","11735"
"23.07.2021 07:15 - 23.07.2021 07:30","12478","11879"
"23.07.2021 07:30 - 23.07.2021 07:45","12648","12027"
"23.07.2021 07:45 - 23.07.2021 08:00","12741","12190"
"23.07.2021 08:00 - 23.07.2021 08:15","12805","12304"
"23.07.2021 08:15 - 23.07.2021 08:30","12816","12360"
"23.07.2021 08:30 - 23.07.2021 08:45","12808","12447"
"23.07.2021 08:45 - 23.07.2021 09:00","12789","12491"
"23.07.2021 09:00 - 23.07.2021 09:15","12735","12468"
"23.07.2021 09:15 - 23.07.2021 09:30","12660","12374"
"23.07.2021 09:30 - 23.07.2021 09:45","12558","12374"
"23.07.2021 09:45 - 23.07.2021 10:00","12469","12330"
"23.07.2021 10:00 - 23.07.2021 10:15","12395","12295"
"23.07.2021 10:15 - 23.07.2021 10:30","12299","12203"
"23.07.2021 10:30 - 23.07.2021 10:45","12154","12119"
"23.07.2021 10:45 - 23.07.2021 11:00","12044","12038"
"23.07.2021 11:00 - 23.07.2021 11:15","11966","11878"
"23.07.2021 11:15 - 23.07.2021 11:30","11880","11778"
"23.07.2021 11:30 - 23.07.2021 11:45","11813","11739"
"23.07.2021 11:45 - 23.07.2021 12:00","11743","11664"
"23.07.2021 12:00 - 23.07.2021 12:15","11667","11619"
"23.07.2021 12:15 - 23.07.2021 12:30","11519","11544"
"23.07.2021 12:30 - 23.07.2021 12:45","11340","11371"
"23.07.2021 12:45 - 23.07.2021 13:00","11168","11253"
"23.07.2021 13:00 - 23.07.2021 13:15","11031","11189"
"23.07.2021 13:15 - 23.07.2021 13:30","10920","11104"
"23.07.2021 13:30 - 23.07.2021 13:45","10782","10961"
"23.07.2021 13:45 - 23.07.2021 14:00","10659","10814"
"23.07.2021 14:00 - 23.07.2021 14:15","10516","10626"
"23.07.2021 14:15 - 23.07.2021 14:30","10437","10495"
"23.07.2021 14:30 - 23.07.2021 14:45","10389","10355"
"23.07.2021 14:45 - 23.07.2021 15:00","10340","10331"
"23.07.2021 15:00 - 23.07.2021 15:15","10320","10172"
"23.07.2021 15:15 - 23.07.2021 15:30","10317","10143"
"23.07.2021 15:30 - 23.07.2021 15:45","10345","10193"
"23.07.2021 15:45 - 23.07.2021 16:00","10368","10170"
"23.07.2021 16:00 - 23.07.2021 16:15","10451","10237"
"23.07.2021 16:15 - 23.07.2021 16:30","10476","10302"
"23.07.2021 16:30 - 23.07.2021 16:45","10479","10407"
"23.07.2021 16:45 - 23.07.2021 17:00","10613","10658"
"23.07.2021 17:00 - 23.07.2021 17:15","10825","10834"
"23.07.2021 17:15 - 23.07.2021 17:30","11071","11103"
"23.07.2021 17:30 - 23.07.2021 17:45","11326","11311"
"23.07.2021 17:45 - 23.07.2021 18:00","11557","11483"
"23.07.2021 18:00 - 23.07.2021 18:15","11664","11544"
"23.07.2021 18:15 - 23.07.2021 18:30","11730","11639"
"23.07.2021 18:30 - 23.07.2021 18:45","11870","11735"
"23.07.2021 18:45 - 23.07.2021 19:00","12040","11863"
"23.07.2021 19:00 - 23.07.2021 19:15","12190","11936"
"23.07.2021 19:15 - 23.07.2021 19:30","12378","12057"
"23.07.2021 19:30 - 23.07.2021 19:45","12570","12186"
"23.07.2021 19:45 - 23.07.2021 20:00","12756","12331"
"23.07.2021 20:00 - 23.07.2021 20:15","12925","12425"
"23.07.2021 20:15 - 23.07.2021 20:30","13093","12494"
"23.07.2021 20:30 - 23.07.2021 20:45","13239","12560"
"23.07.2021 20:45 - 23.07.2021 21:00","13350","12634"
"23.07.2021 21:00 - 23.07.2021 21:15","13404","12621"
"23.07.2021 21:15 - 23.07.2021 21:30","13426","12600"
"23.07.2021 21:30 - 23.07.2021 21:45","13408","12589"
"23.07.2021 21:45 - 23.07.2021 22:00","13410","12643"
"23.07.2021 22:00 - 23.07.2021 22:15","13421","12644"
"23.07.2021 22:15 - 23.07.2021 22:30","13499","12588"
"23.07.2021 22:30 - 23.07.2021 22:45","13527","12439"
"23.07.2021 22:45 - 23.07.2021 23:00","13432","12270"
"23.07.2021 23:00 - 23.07.2021 23:15","13369","12202"
"23.07.2021 23:15 - 23.07.2021 23:30","13268","12051"
"23.07.2021 23:30 - 23.07.2021 23:45","13125","11852"
"23.07.2021 23:45 - 24.07.2021 00:00","12967","11647"
"24.07.2021 00:00 - 24.07.2021 00:15","13272","11453"
"24.07.2021 00:15 - 24.07.2021 00:30","13169","11313"
"24.07.2021 00:30 - 24.07.2021 00:45","13046","11168"
"24.07.2021 00:45 - 24.07.2021 01:00","12902","10993"
"24.07.2021 01:00 - 24.07.2021 01:15","12759","10889"
"24.07.2021 01:15 - 24.07.2021 01:30","12619","10738"
"24.07.2021 01:30 - 24.07.2021 01:45","12485","10646"
"24.07.2021 01:45 - 24.07.2021 02:00","12343","10609"
"24.07.2021 02:00 - 24.07.2021 02:15","12254","10516"
"24.07.2021 02:15 - 24.07.2021 02:30","12199","10491"
"24.07.2021 02:30 - 24.07.2021 02:45","12156","10429"
"24.07.2021 02:45 - 24.07.2021 03:00","12109","10348"
"24.07.2021 03:00 - 24.07.2021 03:15","12061","10323"
"24.07.2021 03:15 - 24.07.2021 03:30","12023","10301"
"24.07.2021 03:30 - 24.07.2021 03:45","11991","10283"
"24.07.2021 03:45 - 24.07.2021 04:00","11942","10207"
"24.07.2021 04:00 - 24.07.2021 04:15","11907","10182"
"24.07.2021 04:15 - 24.07.2021 04:30","11894","10146"
"24.07.2021 04:30 - 24.07.2021 04:45","11886","10132"
"24.07.2021 04:45 - 24.07.2021 05:00","11875","10158"
"24.07.2021 05:00 - 24.07.2021 05:15","11849","10147"
"24.07.2021 05:15 - 24.07.2021 05:30","11811","10141"
"24.07.2021 05:30 - 24.07.2021 05:45","11711","10107"
"24.07.2021 05:45 - 24.07.2021 06:00","11630","10001"
"24.07.2021 06:00 - 24.07.2021 06:15","11565","10076"
"24.07.2021 06:15 - 24.07.2021 06:30","11503","10038"
"24.07.2021 06:30 - 24.07.2021 06:45","11444","9989"
"24.07.2021 06:45 - 24.07.2021 07:00","11338","9971"
"24.07.2021 07:00 - 24.07.2021 07:15","11188","9958"
"24.07.2021 07:15 - 24.07.2021 07:30","11022","9864"
"24.07.2021 07:30 - 24.07.2021 07:45","10878","9879"
"24.07.2021 07:45 - 24.07.2021 08:00","10705","9865"
"24.07.2021 08:00 - 24.07.2021 08:15","10531","9868"
"24.07.2021 08:15 - 24.07.2021 08:30","10327","9956"
"24.07.2021 08:30 - 24.07.2021 08:45","10175","9969"
"24.07.2021 08:45 - 24.07.2021 09:00","10050","10046"
"24.07.2021 09:00 - 24.07.2021 09:15","9922","10113"
"24.07.2021 09:15 - 24.07.2021 09:30","9777","10130"
"24.07.2021 09:30 - 24.07.2021 09:45","9618","10100"
"24.07.2021 09:45 - 24.07.2021 10:00","9437","10107"
"24.07.2021 10:00 - 24.07.2021 10:15","9260","10096"
"24.07.2021 10:15 - 24.07.2021 10:30","9085","10110"
"24.07.2021 10:30 - 24.07.2021 10:45","8917","10156"
"24.07.2021 10:45 - 24.07.2021 11:00","8796","10192"
"24.07.2021 11:00 - 24.07.2021 11:15","8687","10159"
"24.07.2021 11:15 - 24.07.2021 11:30","8561","10133"
"24.07.2021 11:30 - 24.07.2021 11:45","8331","10225"
"24.07.2021 11:45 - 24.07.2021 12:00","8125","10288"
"24.07.2021 12:00 - 24.07.2021 12:15","8034","10415"
"24.07.2021 12:15 - 24.07.2021 12:30","7945","10486"
"24.07.2021 12:30 - 24.07.2021 12:45","7830","10492"
"24.07.2021 12:45 - 24.07.2021 13:00","7690","10580"
"24.07.2021 13:00 - 24.07.2021 13:15","7630","10647"
"24.07.2021 13:15 - 24.07.2021 13:30","7633","10754"
"24.07.2021 13:30 - 24.07.2021 13:45","7670","10864"
"24.07.2021 13:45 - 24.07.2021 14:00","7717","10980"
"24.07.2021 14:00 - 24.07.2021 14:15","7768","11004"
"24.07.2021 14:15 - 24.07.2021 14:30","7881","11026"
"24.07.2021 14:30 - 24.07.2021 14:45","8043","11005"
"24.07.2021 14:45 - 24.07.2021 15:00","8156","11014"
"24.07.2021 15:00 - 24.07.2021 15:15","8317","10979"
"24.07.2021 15:15 - 24.07.2021 15:30","8482","10998"
"24.07.2021 15:30 - 24.07.2021 15:45","8661","11072"
"24.07.2021 15:45 - 24.07.2021 16:00","8851","11134"
"24.07.2021 16:00 - 24.07.2021 16:15","9061","11263"
"24.07.2021 16:15 - 24.07.2021 16:30","9246","11349"
"24.07.2021 16:30 - 24.07.2021 16:45","9421","11496"
"24.07.2021 16:45 - 24.07.2021 17:00","9635","11687"
"24.07.2021 17:00 - 24.07.2021 17:15","9857","11775"
"24.07.2021 17:15 - 24.07.2021 17:30","10104","11878"
"24.07.2021 17:30 - 24.07.2021 17:45","10444","12004"
"24.07.2021 17:45 - 24.07.2021 18:00","10764","12093"
"24.07.2021 18:00 - 24.07.2021 18:15","11018","12091"
"24.07.2021 18:15 - 24.07.2021 18:30","11193","12005"
"24.07.2021 18:30 - 24.07.2021 18:45","11344","11952"
"24.07.2021 18:45 - 24.07.2021 19:00","11524","11991"
"24.07.2021 19:00 - 24.07.2021 19:15","11730","11978"
"24.07.2021 19:15 - 24.07.2021 19:30","11950","12033"
"24.07.2021 19:30 - 24.07.2021 19:45","12133","12061"
"24.07.2021 19:45 - 24.07.2021 20:00","12294","12131"
"24.07.2021 20:00 - 24.07.2021 20:15","12449","12145"
"24.07.2021 20:15 - 24.07.2021 20:30","12613","12138"
"24.07.2021 20:30 - 24.07.2021 20:45","12736","12090"
"24.07.2021 20:45 - 24.07.2021 21:00","12788","12048"
"24.07.2021 21:00 - 24.07.2021 21:15","12840","12013"
"24.07.2021 21:15 - 24.07.2021 21:30","12900","11996"
"24.07.2021 21:30 - 24.07.2021 21:45","12938","11972"
"24.07.2021 21:45 - 24.07.2021 22:00","12958","12016"
"24.07.2021 22:00 - 24.07.2021 22:15","13008","12032"
"24.07.2021 22:15 - 24.07.2021 22:30","13099","11995"
"24.07.2021 22:30 - 24.07.2021 22:45","13137","11875"
"24.07.2021 22:45 - 24.07.2021 23:00","13053","11742"
"24.07.2021 23:00 - 24.07.2021 23:15","12964","11620"
"24.07.2021 23:15 - 24.07.2021 23:30","12916","11491"
"24.07.2021 23:30 - 24.07.2021 23:45","12837","11331"
"24.07.2021 23:45 - 25.07.2021 00:00","12710","11183"
"25.07.2021 00:00 - 25.07.2021 00:15","12650","11087"
"25.07.2021 00:15 - 25.07.2021 00:30","12668","11000"
"25.07.2021 00:30 - 25.07.2021 00:45","12595","10850"
"25.07.2021 00:45 - 25.07.2021 01:00","12479","10692"
"25.07.2021 01:00 - 25.07.2021 01:15","12357","10565"
"25.07.2021 01:15 - 25.07.2021 01:30","12264","10511"
"25.07.2021 01:30 - 25.07.2021 01:45","12209","10353"
"25.07.2021 01:45 - 25.07.2021 02:00","12128","10225"
"25.07.2021 02:00 - 25.07.2021 02:15","12041","10247"
"25.07.2021 02:15 - 25.07.2021 02:30","11989","10236"
"25.07.2021 02:30 - 25.07.2021 02:45","11943","10192"
"25.07.2021 02:45 - 25.07.2021 03:00","11889","10158"
"25.07.2021 03:00 - 25.07.2021 03:15","11856","10117"
"25.07.2021 03:15 - 25.07.2021 03:30","11841","10078"
"25.07.2021 03:30 - 25.07.2021 03:45","11822","10040"
"25.07.2021 03:45 - 25.07.2021 04:00","11782","10009"
"25.07.2021 04:00 - 25.07.2021 04:15","11748","9981"
"25.07.2021 04:15 - 25.07.2021 04:30","11726","9991"
"25.07.2021 04:30 - 25.07.2021 04:45","11724","9931"
"25.07.2021 04:45 - 25.07.2021 05:00","11699","9941"
"25.07.2021 05:00 - 25.07.2021 05:15","11683","9961"
"25.07.2021 05:15 - 25.07.2021 05:30","11654","9939"
"25.07.2021 05:30 - 25.07.2021 05:45","11566","9917"
"25.07.2021 05:45 - 25.07.2021 06:00","11500","9860"
"25.07.2021 06:00 - 25.07.2021 06:15","11432","9874"
"25.07.2021 06:15 - 25.07.2021 06:30","11331","9808"
"25.07.2021 06:30 - 25.07.2021 06:45","11203","9727"
"25.07.2021 06:45 - 25.07.2021 07:00","11063","9622"
"25.07.2021 07:00 - 25.07.2021 07:15","10912","9568"
"25.07.2021 07:15 - 25.07.2021 07:30","10720","9485"
"25.07.2021 07:30 - 25.07.2021 07:45","10549","9360"
"25.07.2021 07:45 - 25.07.2021 08:00","10411","9310"
"25.07.2021 08:00 - 25.07.2021 08:15","10227","9303"
"25.07.2021 08:15 - 25.07.2021 08:30","10014","9264"
"25.07.2021 08:30 - 25.07.2021 08:45","9845","9170"
"25.07.2021 08:45 - 25.07.2021 09:00","9693","9098"
"25.07.2021 09:00 - 25.07.2021 09:15","9566","9070"
"25.07.2021 09:15 - 25.07.2021 09:30","9398","8995"
"25.07.2021 09:30 - 25.07.2021 09:45","9220","8897"
"25.07.2021 09:45 - 25.07.2021 10:00","9062","8876"
"25.07.2021 10:00 - 25.07.2021 10:15","8925","8872"
"25.07.2021 10:15 - 25.07.2021 10:30","8736","8819"
"25.07.2021 10:30 - 25.07.2021 10:45","8525","8724"
"25.07.2021 10:45 - 25.07.2021 11:00","8392","8583"
"25.07.2021 11:00 - 25.07.2021 11:15","8295","8454"
"25.07.2021 11:15 - 25.07.2021 11:30","8183","8366"
"25.07.2021 11:30 - 25.07.2021 11:45","8042","8349"
"25.07.2021 11:45 - 25.07.2021 12:00","7949","8427"
"25.07.2021 12:00 - 25.07.2021 12:15","7901","8493"
"25.07.2021 12:15 - 25.07.2021 12:30","7876","8521"
"25.07.2021 12:30 - 25.07.2021 12:45","7824","8530"
"25.07.2021 12:45 - 25.07.2021 13:00","7784","8619"
"25.07.2021 13:00 - 25.07.2021 13:15","7806","8576"
"25.07.2021 13:15 - 25.07.2021 13:30","7842","8671"
"25.07.2021 13:30 - 25.07.2021 13:45","7840","8732"
"25.07.2021 13:45 - 25.07.2021 14:00","7885","8677"
"25.07.2021 14:00 - 25.07.2021 14:15","7920","8700"
"25.07.2021 14:15 - 25.07.2021 14:30","7936","8746"
"25.07.2021 14:30 - 25.07.2021 14:45","8019","8739"
"25.07.2021 14:45 - 25.07.2021 15:00","8168","8721"
"25.07.2021 15:00 - 25.07.2021 15:15","8302","8764"
"25.07.2021 15:15 - 25.07.2021 15:30","8448","8847"
"25.07.2021 15:30 - 25.07.2021 15:45","8580","9007"
"25.07.2021 15:45 - 25.07.2021 16:00","8657","9121"
"25.07.2021 16:00 - 25.07.2021 16:15","8779","9267"
"25.07.2021 16:15 - 25.07.2021 16:30","8971","9439"
"25.07.2021 16:30 - 25.07.2021 16:45","9184","9774"
"25.07.2021 16:45 - 25.07.2021 17:00","9401","9983"
"25.07.2021 17:00 - 25.07.2021 17:15","9629","10216"
"25.07.2021 17:15 - 25.07.2021 17:30","9967","10453"
"25.07.2021 17:30 - 25.07.2021 17:45","10364","10701"
"25.07.2021 17:45 - 25.07.2021 18:00","10655","10929"
"25.07.2021 18:00 - 25.07.2021 18:15","10874","10991"
"25.07.2021 18:15 - 25.07.2021 18:30","11034","11034"
"25.07.2021 18:30 - 25.07.2021 18:45","11170","11011"
"25.07.2021 18:45 - 25.07.2021 19:00","11285","11127"
"25.07.2021 19:00 - 25.07.2021 19:15","11513","11268"
"25.07.2021 19:15 - 25.07.2021 19:30","11771","11339"
"25.07.2021 19:30 - 25.07.2021 19:45","12005","11416"
"25.07.2021 19:45 - 25.07.2021 20:00","12232","11590"
"25.07.2021 20:00 - 25.07.2021 20:15","12459","11745"
"25.07.2021 20:15 - 25.07.2021 20:30","12662","11849"
"25.07.2021 20:30 - 25.07.2021 20:45","12832","11930"
"25.07.2021 20:45 - 25.07.2021 21:00","12948","11992"
"25.07.2021 21:00 - 25.07.2021 21:15","13035","12005"
"25.07.2021 21:15 - 25.07.2021 21:30","13112","11994"
"25.07.2021 21:30 - 25.07.2021 21:45","13186","12052"
"25.07.2021 21:45 - 25.07.2021 22:00","13217","12170"
"25.07.2021 22:00 - 25.07.2021 22:15","13292","12256"
"25.07.2021 22:15 - 25.07.2021 22:30","13424","12199"
"25.07.2021 22:30 - 25.07.2021 22:45","13450","12078"
"25.07.2021 22:45 - 25.07.2021 23:00","13355","11926"
"25.07.2021 23:00 - 25.07.2021 23:15","13267","11815"
"25.07.2021 23:15 - 25.07.2021 23:30","13193","11680"
"25.07.2021 23:30 - 25.07.2021 23:45","13060","11545"
"25.07.2021 23:45 - 26.07.2021 00:00","12923","11387"
"26.07.2021 00:00 - 26.07.2021 00:15","12822","11242"
"26.07.2021 00:15 - 26.07.2021 00:30","12745","11119"
"26.07.2021 00:30 - 26.07.2021 00:45","12614","10952"
"26.07.2021 00:45 - 26.07.2021 01:00","12473","10819"
"26.07.2021 01:00 - 26.07.2021 01:15","12384","10716"
"26.07.2021 01:15 - 26.07.2021 01:30","12341","10655"
"26.07.2021 01:30 - 26.07.2021 01:45","12302","10636"
"26.07.2021 01:45 - 26.07.2021 02:00","12242","10577"
"26.07.2021 02:00 - 26.07.2021 02:15","12003","10600"
"26.07.2021 02:15 - 26.07.2021 02:30","12163","10574"
"26.07.2021 02:30 - 26.07.2021 02:45","12248","10505"
"26.07.2021 02:45 - 26.07.2021 03:00","12089","10475"
"26.07.2021 03:00 - 26.07.2021 03:15","12050","10478"
"26.07.2021 03:15 - 26.07.2021 03:30","12019","10445"
"26.07.2021 03:30 - 26.07.2021 03:45","12004","10459"
"26.07.2021 03:45 - 26.07.2021 04:00","11997","10420"
"26.07.2021 04:00 - 26.07.2021 04:15","12000","10426"
"26.07.2021 04:15 - 26.07.2021 04:30","12003","10415"
"26.07.2021 04:30 - 26.07.2021 04:45","12028","10384"
"26.07.2021 04:45 - 26.07.2021 05:00","12043","10421"
"26.07.2021 05:00 - 26.07.2021 05:15","12093","10548"
"26.07.2021 05:15 - 26.07.2021 05:30","12148","10655"
"26.07.2021 05:30 - 26.07.2021 05:45","12154","10701"
"26.07.2021 05:45 - 26.07.2021 06:00","12202","10762"
"26.07.2021 06:00 - 26.07.2021 06:15","12317","10959"
"26.07.2021 06:15 - 26.07.2021 06:30","12442","11152"
"26.07.2021 06:30 - 26.07.2021 06:45","12505","11264"
"26.07.2021 06:45 - 26.07.2021 07:00","12578","11353"
"26.07.2021 07:00 - 26.07.2021 07:15","12727","11546"
"26.07.2021 07:15 - 26.07.2021 07:30","12886","11544"
"26.07.2021 07:30 - 26.07.2021 07:45","12983","11640"
"26.07.2021 07:45 - 26.07.2021 08:00","13006","11791"
"26.07.2021 08:00 - 26.07.2021 08:15","12942","11883"
"26.07.2021 08:15 - 26.07.2021 08:30","12930","11956"
"26.07.2021 08:30 - 26.07.2021 08:45","12925","12009"
"26.07.2021 08:45 - 26.07.2021 09:00","12906","12036"
"26.07.2021 09:00 - 26.07.2021 09:15","12855","12039"
"26.07.2021 09:15 - 26.07.2021 09:30","12711","11991"
"26.07.2021 09:30 - 26.07.2021 09:45","12518","11980"
"26.07.2021 09:45 - 26.07.2021 10:00","12321","11947"
